2726.677	1.920
2725.029	2.083
2725.109	2.083
2724.020	2.214
2725.256	2.179
2725.245	2.219
2727.290	2.038
2726.979	2.125
2724.033	2.392
2728.291	2.059
2724.587	2.300
2725.272	2.284
2725.768	2.286
2727.706	2.177
2725.220	2.380
2727.269	2.268
2726.559	2.388
2728.111	2.317
2725.246	2.518
2725.565	2.552
2729.571	2.283
2729.055	2.377
2726.891	2.484
2731.910	2.161
2731.068	2.277
2728.079	2.516
2728.405	2.517
2729.967	2.401
2728.319	2.598
2729.251	2.547
2730.415	2.464
2728.704	2.644
2729.536	2.611
2729.959	2.621
2729.215	2.719
2730.572	2.582
2733.126	2.426
2731.652	2.571
2734.505	2.405
2731.044	2.684
2732.119	2.646
2730.324	2.821
2734.670	2.508
2733.259	2.617
2732.914	2.717
2731.471	2.841
2734.756	2.623
2734.787	2.620
2736.241	2.562
2733.459	2.790
2732.812	2.887
2732.533	2.960
2735.569	2.755
2736.340	2.738
2736.227	2.785
2737.848	2.687
2737.660	2.759
2737.172	2.859
2735.233	2.965
2735.624	2.989
2735.764	2.992
2736.018	3.005
2737.382	2.959
2737.584	2.950
2736.250	3.126
2735.787	3.161
2735.504	3.193
2739.943	2.903
2740.638	2.880
2739.421	2.973
2739.237	3.016
2738.516	3.097
2739.659	3.052
2740.848	3.004
2740.175	3.090
2739.456	3.179
2738.941	3.261
2738.835	3.312
2740.698	3.159
2739.616	3.294
2739.451	3.349
2740.782	3.271
2740.866	3.270
2740.588	3.307
2740.897	3.369
2740.743	3.392
2742.666	3.276
2739.008	3.615
2741.448	3.449
2743.597	3.273
2744.321	3.266
2739.575	3.660
2743.598	3.437
2746.481	3.226
2744.772	3.350
2745.161	3.302
2746.198	3.325
2743.691	3.552
2744.110	3.546
2744.841	3.507
2746.460	3.413
2744.103	3.616
2744.185	3.607
2746.553	3.482
2745.469	3.640
2743.220	3.836
2745.852	3.642
2744.122	3.802
2746.591	3.700
2747.054	3.632
2747.962	3.596
2747.359	3.631
2746.056	3.826
2747.873	3.693
2746.477	3.832
2748.375	3.749
2748.413	3.775
2746.662	3.918
2747.832	3.876
2748.620	3.855
2748.199	3.923
2749.927	3.813
2751.076	3.745
2750.967	3.781
2749.761	3.903
2748.329	4.047
2751.362	3.834
2752.429	3.809
2748.791	4.146
2749.010	4.162
2748.971	4.162
2750.410	4.098
2750.219	4.112
2751.857	4.033
2751.059	4.123
2752.210	4.059
2752.776	4.083
2750.897	4.219
2751.142	4.238
2754.271	4.040
2754.593	4.055
2751.756	4.310
2753.089	4.205
2753.768	4.181
2754.031	4.202
2751.768	4.408
2754.587	4.235
2753.868	4.359
2752.173	4.517
2753.599	4.395
2750.726	4.622
2752.206	4.566
2753.863	4.510
2755.298	4.407
2754.091	4.537
2755.797	4.456
2755.408	4.519
2756.864	4.426
2755.427	4.569
2756.791	4.491
2755.628	4.589
2757.493	4.488
2756.795	4.556
2756.235	4.637
2757.427	4.604
2757.308	4.615
2757.759	4.649
2758.968	4.575
2755.792	4.866
2758.647	4.632
2758.405	4.701
2758.944	4.693
2758.218	4.797
2758.902	4.795
2759.788	4.726
2758.228	4.889
2760.094	4.820
2757.893	4.958
2758.855	4.918
2758.937	4.931
2760.754	4.845
2759.862	4.961
2760.062	4.951
2759.412	5.079
2760.695	4.989
2760.393	5.007
2762.829	4.859
2760.377	5.106
2761.112	5.069
2761.066	5.123
2762.990	5.030
2761.827	5.171
2762.723	5.091
2761.790	5.204
2761.200	5.287
2761.649	5.249
2763.301	5.193
2763.592	5.211
2763.246	5.255
2764.567	5.185
2764.624	5.209
2763.126	5.332
2764.849	5.254
2765.328	5.249
2766.163	5.208
2764.776	5.346
2764.599	5.388
2764.021	5.455
2764.129	5.511
2764.918	5.442
2765.887	5.420
2767.610	5.333
2764.965	5.569
2764.119	5.663
2764.502	5.628
2765.743	5.566
2769.008	5.405
2766.241	5.579
2768.336	5.491
2766.150	5.692
2766.935	5.651
2767.299	5.661
2765.311	5.807
2767.709	5.698
2767.399	5.719
2767.220	5.770
2764.398	5.967
2767.397	5.835
2767.588	5.848
2767.219	5.882
2766.750	5.972
2767.628	5.981
2770.338	5.777
2767.890	5.976
2768.172	5.980
2769.143	5.919
2768.899	6.013
2769.846	5.962
2770.058	5.975
2769.110	6.086
2770.336	6.056
2770.618	6.049
2770.637	6.067
2770.116	6.125
2770.578	6.121
2771.310	6.158
2770.182	6.205
2771.802	6.102
2770.719	6.265
2772.841	6.072
2769.335	6.347
2770.270	6.357
2772.283	6.241
2771.764	6.247
2772.458	6.277
2772.690	6.326
2773.202	6.266
2773.102	6.313
2774.308	6.295
2772.821	6.423
2772.937	6.438
2774.664	6.352
2774.975	6.392
2774.937	6.465
2775.779	6.399
2775.923	6.385
2773.918	6.639
2775.260	6.517
2773.984	6.670
2774.299	6.684
2774.358	6.654
2775.787	6.621
2776.021	6.598
2775.341	6.703
2777.037	6.619
2776.849	6.661
2777.368	6.641
2777.456	6.677
2777.078	6.734
2775.998	6.884
2778.941	6.664
2778.834	6.686
2776.208	6.934
2778.070	6.852
