2729.647	2.025
2728.245	2.143
2729.141	2.110
2727.630	2.232
2724.536	2.500
2725.832	2.449
2725.273	2.533
2725.871	2.470
2724.724	2.602
2728.318	2.389
2730.213	2.259
2727.546	2.528
2726.162	2.608
2729.782	2.392
2731.416	2.319
2729.812	2.468
2729.122	2.582
2730.057	2.523
2729.869	2.598
2730.273	2.570
2730.686	2.557
2730.818	2.626
2732.864	2.510
2730.414	2.675
2731.372	2.649
2730.388	2.765
2730.779	2.738
2734.439	2.522
2733.769	2.630
2732.963	2.748
2733.748	2.737
2736.642	2.488
2735.298	2.613
2734.485	2.711
2732.465	2.877
2732.927	2.906
2736.927	2.652
2735.127	2.769
2737.134	2.677
2736.898	2.743
2734.612	2.905
2736.486	2.859
2736.419	2.897
2735.094	3.044
2736.529	2.945
2735.603	3.033
2735.932	3.065
2737.586	2.943
2738.344	2.888
2738.249	2.971
2737.966	3.039
2738.178	3.030
2739.726	2.929
2739.100	3.023
2738.953	3.071
2736.249	3.231
2739.304	3.099
2739.622	3.110
2739.315	3.167
2741.740	3.040
2740.426	3.188
2739.724	3.277
2739.622	3.353
2741.656	3.213
2743.171	3.126
2741.889	3.212
2743.779	3.145
2742.571	3.211
2742.458	3.258
2741.655	3.350
2741.065	3.458
2742.575	3.319
2742.931	3.368
2740.864	3.551
2742.869	3.457
2739.829	3.686
2742.409	3.542
2744.639	3.399
2744.656	3.452
2743.350	3.567
2745.396	3.457
2747.291	3.365
2743.896	3.623
2748.400	3.318
2746.076	3.505
2745.198	3.615
2746.752	3.529
2745.750	3.609
2746.141	3.598
2747.192	3.541
2747.569	3.583
2748.781	3.542
2748.049	3.621
2743.803	3.997
2745.761	3.898
2745.530	3.886
2746.601	3.865
2747.544	3.839
2749.458	3.749
2748.174	3.853
2748.624	3.837
2749.277	3.825
2749.511	3.830
2749.965	3.836
2750.704	3.834
2747.992	4.082
2751.026	3.861
2749.706	4.005
2752.240	3.844
2750.790	3.963
2750.581	4.023
2751.133	4.024
2750.442	4.138
2752.933	3.948
2752.561	4.024
2751.772	4.077
2750.414	4.217
2751.718	4.144
2753.427	4.077
2753.408	4.095
2753.791	4.103
2753.051	4.158
2753.111	4.192
2753.383	4.207
2753.898	4.229
2751.695	4.422
2755.601	4.220
2754.743	4.268
2750.759	4.593
2750.777	4.605
2753.890	4.441
2756.187	4.273
2755.030	4.390
2753.032	4.610
2752.876	4.643
2753.070	4.602
2756.486	4.400
2755.604	4.567
2756.246	4.518
2754.834	4.629
2755.378	4.617
2755.796	4.633
2758.580	4.495
2757.027	4.568
2759.032	4.497
2759.326	4.545
2756.426	4.759
2759.303	4.559
2757.691	4.734
2757.864	4.777
2757.139	4.856
2759.471	4.702
2760.837	4.612
2758.899	4.808
2758.947	4.790
2757.172	4.976
2758.648	4.917
2759.744	4.874
2758.688	4.986
2759.393	4.954
2760.301	4.924
2761.478	4.866
2760.484	4.979
2760.216	5.016
2760.010	5.053
2761.370	4.977
2760.715	5.088
2760.287	5.109
2761.747	5.074
2762.388	5.101
2762.269	5.122
2762.979	5.089
2761.840	5.222
2761.611	5.286
2763.371	5.183
2762.877	5.217
2763.607	5.208
2765.566	5.096
2763.860	5.250
2764.645	5.206
2764.536	5.276
2767.152	5.131
2766.334	5.209
2765.563	5.309
2766.433	5.246
2766.635	5.258
2763.442	5.526
2763.934	5.506
2765.445	5.417
2765.578	5.434
2766.248	5.435
2765.329	5.553
2766.415	5.505
2767.850	5.408
2767.008	5.537
2767.327	5.524
2767.216	5.570
2766.373	5.673
2775.193	5.057
2774.238	5.055
2773.896	5.184
2776.185	5.015
2775.778	5.102
2775.602	5.123
2777.803	5.009
2777.711	5.078
2776.016	5.232
2776.185	5.209
2776.449	5.246
2776.655	5.263
2777.277	5.256
2777.111	5.298
2778.404	5.220
2776.361	5.434
2777.780	5.336
2777.638	5.352
2775.725	5.568
2777.971	5.439
2777.894	5.419
2778.975	5.361
2779.429	5.376
2779.591	5.413
2779.242	5.467
2779.947	5.425
2776.997	5.681
2780.215	5.501
2779.149	5.588
2781.001	5.472
2781.708	5.490
2780.715	5.548
2780.941	5.578
2778.343	5.819
2781.888	5.563
2782.427	5.569
2782.468	5.588
2781.479	5.681
2781.718	5.712
2781.741	5.705
2783.089	5.662
2782.196	5.743
2783.520	5.720
2782.587	5.833
2779.846	6.050
2783.133	5.874
2784.306	5.794
2784.057	5.903
2785.996	5.760
2784.614	5.862
2785.049	5.863
2783.628	6.016
2788.650	5.652
2784.527	5.982
2784.678	6.023
2784.144	6.082
2785.685	6.000
2784.830	6.081
2786.957	6.014
2785.098	6.162
2785.833	6.111
2786.137	6.135
2785.085	6.246
2786.694	6.156
2786.422	6.176
2784.331	6.345
2785.448	6.346
2785.866	6.343
2790.692	6.039
2793.180	5.840
2789.893	6.176
2791.395	6.039
2788.763	6.279
2786.855	6.414
2787.883	6.387
2786.610	6.547
2788.375	6.384
2789.135	6.430
2789.672	6.431
2791.426	6.311
2788.327	6.565
2791.649	6.331
2790.138	6.532
2794.934	6.195
2794.293	6.249
2798.068	5.978
2799.785	5.886
2796.257	6.185
2794.105	6.411
2791.235	6.609
2792.453	6.583
2788.040	6.918
2790.437	6.756
2791.512	6.702
2790.100	6.834
2791.357	6.812
2792.291	6.754
2790.859	6.887
2792.528	6.779
2798.987	6.338
2799.627	6.312
2793.611	6.827
2791.674	6.976
2792.175	6.996
2794.223	6.850
2795.190	6.785
2795.537	6.834
2795.472	6.890
2792.779	7.094
2793.639	7.018
2796.290	6.881
2793.642	7.123
2796.529	6.965
2795.221	7.051
2796.972	7.000
2795.891	7.136
2797.694	6.982
2799.479	6.874
2806.822	6.372
2803.502	6.642
2796.548	7.184
2796.959	7.204
2797.085	7.223
2800.406	7.024
2806.110	6.605
2808.150	6.479
2801.024	7.053
2805.091	6.783
2804.255	6.857
2809.169	6.503
2809.205	6.568
2808.251	6.648
2807.753	6.698
2808.354	6.709
2809.145	6.689
2809.598	6.708
2808.445	6.822
2810.925	6.651
2809.965	6.768
2809.834	6.834
2811.037	6.733
2811.510	6.712
2805.393	7.234
2810.221	6.913
2810.321	6.935
2811.723	6.818
2810.508	6.971
2810.731	7.002
2812.718	6.855
2813.178	6.906
2814.572	6.840
2812.939	6.970
2814.612	6.894
2812.568	7.053
2814.589	6.928
2814.140	6.992
2813.863	7.028
2813.226	7.114
2813.456	7.170
2813.815	7.137
2814.682	7.103
2814.139	7.202
2815.009	7.181
2813.836	7.267
2814.953	7.197
2814.325	7.269
2816.509	7.176
2815.658	7.238
2816.014	7.220
2816.303	7.207
2817.263	7.212
2817.698	7.184
2815.962	7.339
2816.877	7.300
2815.797	7.415
2817.123	7.387
2816.901	7.392
2811.704	7.797
2816.013	7.561
2818.826	7.348
2819.301	7.373
2818.514	7.428
2817.938	7.504
2818.077	7.579
2818.223	7.569
2819.517	7.516
2819.967	7.497
2818.501	7.658
2818.743	7.658
2820.389	7.555
2820.100	7.645
2821.653	7.553
2820.056	7.663
2821.334	7.589
2820.995	7.678
2821.692	7.656
2820.448	7.736
2821.054	7.740
2820.260	7.913
2821.299	7.790
2821.108	7.817
2821.303	7.861
2822.471	7.821
2822.508	7.834
2821.286	7.913
2821.959	7.939
2822.114	7.953
2823.765	7.882
2824.273	7.866
2824.547	7.834
2824.140	7.956
2823.106	8.030
2824.072	7.969
2823.342	8.061
2825.333	7.969
2822.286	8.180
2824.041	8.101
2824.777	8.088
2824.408	8.193
2826.148	8.080
2824.124	8.266
2825.225	8.189
2826.357	8.138
2826.212	8.208
2825.718	8.283
2825.233	8.352
2825.703	8.328
2826.973	8.253
2826.223	8.358
2826.280	8.335
2827.024	8.382
2826.371	8.412
2828.132	8.320
2827.435	8.422
2825.250	8.596
2827.466	8.477
2827.718	8.494
2827.793	8.481
2828.360	8.532
2827.392	8.575
2830.212	8.399
2829.435	8.513
2828.127	8.649
2828.522	8.631
2827.603	8.732
2829.699	8.621
2830.621	8.619
2830.580	8.600
2829.248	8.731
